date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:08:23	36884/36884	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Jul%202020%2016:08:22%20GMT	https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0105/users/5/6/6/7/kouyend-img797x1200-1589213767yxsjdx16253.jpg	C:/Users/YUTANAO/PycharmProjects/PythonScripts/yahuoku/1yen_shiire/dl_setumei/HTT/setumeigazou/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0105/users/5/6/6/7/kouyend-img797x1200-1589213767yxsjdx16253.jpg	(from https://page.auctions.yahoo.co.jp/jp/auction/q366307810)
01:08:23	30319/30319	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Jul%202020%2016:08:22%20GMT	https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0105/users/5/6/6/7/kouyend-img797x1200-1589213767ellvuv16253.jpg	C:/Users/YUTANAO/PycharmProjects/PythonScripts/yahuoku/1yen_shiire/dl_setumei/HTT/setumeigazou/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0105/users/5/6/6/7/kouyend-img797x1200-1589213767ellvuv16253.jpg	(from https://page.auctions.yahoo.co.jp/jp/auction/q366307810)
01:08:23	33898/33898	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Jul%202020%2016:08:22%20GMT	https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0105/users/5/6/6/7/kouyend-img797x1200-1589213767y0pirj16253.jpg	C:/Users/YUTANAO/PycharmProjects/PythonScripts/yahuoku/1yen_shiire/dl_setumei/HTT/setumeigazou/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0105/users/5/6/6/7/kouyend-img797x1200-1589213767y0pirj16253.jpg	(from https://page.auctions.yahoo.co.jp/jp/auction/q366307810)
01:08:24	36201/36201	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Jul%202020%2016:08:23%20GMT	https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0105/users/5/6/6/7/kouyend-img797x1200-1589213767pimpko16253.jpg	C:/Users/YUTANAO/PycharmProjects/PythonScripts/yahuoku/1yen_shiire/dl_setumei/HTT/setumeigazou/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0105/users/5/6/6/7/kouyend-img797x1200-1589213767pimpko16253.jpg	(from https://page.auctions.yahoo.co.jp/jp/auction/q366307810)
01:08:24	35043/35043	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Jul%202020%2016:08:23%20GMT	https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0105/users/5/6/6/7/kouyend-img797x1200-1589213767yqyasg16253.jpg	C:/Users/YUTANAO/PycharmProjects/PythonScripts/yahuoku/1yen_shiire/dl_setumei/HTT/setumeigazou/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0105/users/5/6/6/7/kouyend-img797x1200-1589213767yqyasg16253.jpg	(from https://page.auctions.yahoo.co.jp/jp/auction/q366307810)
01:08:24	34243/34243	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Jul%202020%2016:08:23%20GMT	https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0105/users/5/6/6/7/kouyend-img480x640-1589213767ak0wrj16253.jpg	C:/Users/YUTANAO/PycharmProjects/PythonScripts/yahuoku/1yen_shiire/dl_setumei/HTT/setumeigazou/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0105/users/5/6/6/7/kouyend-img480x640-1589213767ak0wrj16253.jpg	(from https://page.auctions.yahoo.co.jp/jp/auction/q366307810)
01:08:28	69100/69100	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Jun%202020%2011:56:14%20GMT	https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0106/users/361488b745e43bb44b6c88379ad70d962de3d456/i-img675x1200-1591334278jdjyna156468.jpg	C:/Users/YUTANAO/PycharmProjects/PythonScripts/yahuoku/1yen_shiire/dl_setumei/HTT/setumeigazou/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0106/users/361488b745e43bb44b6c88379ad70d962de3d456/i-img675x1200-1591334278jdj	(from https://page.auctions.yahoo.co.jp/jp/auction/h479990775)
01:08:28	62408/62408	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Jul%202020%2014:47:48%20GMT	https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0106/users/361488b745e43bb44b6c88379ad70d962de3d456/i-img675x1200-15913342785orq6y156468.jpg	C:/Users/YUTANAO/PycharmProjects/PythonScripts/yahuoku/1yen_shiire/dl_setumei/HTT/setumeigazou/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0106/users/361488b745e43bb44b6c88379ad70d962de3d456/i-img675x1200-15913342785or	(from https://page.auctions.yahoo.co.jp/jp/auction/h479990775)
01:08:31	241010/241010	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Jul%202020%2016:08:27%20GMT	https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0105/users/e894147fb26d7386f2d1e23a3e27af7518af94d5/i-img900x1200-1588990555hduro23338.jpg	C:/Users/YUTANAO/PycharmProjects/PythonScripts/yahuoku/1yen_shiire/dl_setumei/HTT/setumeigazou/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0105/users/e894147fb26d7386f2d1e23a3e27af7518af94d5/i-img900x1200-1588990555hdu	(from https://page.auctions.yahoo.co.jp/jp/auction/d441765751)
01:08:31	257306/257306	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Jul%202020%2016:08:27%20GMT	https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0105/users/e894147fb26d7386f2d1e23a3e27af7518af94d5/i-img900x1200-1588990555bhzzqp3338.jpg	C:/Users/YUTANAO/PycharmProjects/PythonScripts/yahuoku/1yen_shiire/dl_setumei/HTT/setumeigazou/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0105/users/e894147fb26d7386f2d1e23a3e27af7518af94d5/i-img900x1200-1588990555bhz	(from https://page.auctions.yahoo.co.jp/jp/auction/d441765751)
01:08:32	230610/230610	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Jul%202020%2016:08:27%20GMT	https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0105/users/e894147fb26d7386f2d1e23a3e27af7518af94d5/i-img900x1200-1588990555r1frxe3338.jpg	C:/Users/YUTANAO/PycharmProjects/PythonScripts/yahuoku/1yen_shiire/dl_setumei/HTT/setumeigazou/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0105/users/e894147fb26d7386f2d1e23a3e27af7518af94d5/i-img900x1200-1588990555r1f	(from https://page.auctions.yahoo.co.jp/jp/auction/d441765751)
01:08:32	234922/234922	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Jul%202020%2016:08:28%20GMT	https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0105/users/e894147fb26d7386f2d1e23a3e27af7518af94d5/i-img900x1200-1588990555tjhcwh3338.jpg	C:/Users/YUTANAO/PycharmProjects/PythonScripts/yahuoku/1yen_shiire/dl_setumei/HTT/setumeigazou/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0105/users/e894147fb26d7386f2d1e23a3e27af7518af94d5/i-img900x1200-1588990555tjh	(from https://page.auctions.yahoo.co.jp/jp/auction/d441765751)
01:08:35	228575/228575	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Jul%202020%2016:08:31%20GMT	https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0105/users/e894147fb26d7386f2d1e23a3e27af7518af94d5/i-img900x1200-1588990555hhiufw3338.jpg	C:/Users/YUTANAO/PycharmProjects/PythonScripts/yahuoku/1yen_shiire/dl_setumei/HTT/setumeigazou/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0105/users/e894147fb26d7386f2d1e23a3e27af7518af94d5/i-img900x1200-1588990555hhi	(from https://page.auctions.yahoo.co.jp/jp/auction/d441765751)
01:08:35	259431/259431	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Jul%202020%2016:08:31%20GMT	https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0105/users/e894147fb26d7386f2d1e23a3e27af7518af94d5/i-img900x1200-1588990555lkan5t3338.jpg	C:/Users/YUTANAO/PycharmProjects/PythonScripts/yahuoku/1yen_shiire/dl_setumei/HTT/setumeigazou/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0105/users/e894147fb26d7386f2d1e23a3e27af7518af94d5/i-img900x1200-1588990555lka	(from https://page.auctions.yahoo.co.jp/jp/auction/d441765751)
